댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
3008110,대청,2025-05-19,6,6.8,13.3,1.8,3.3,1.2,2.347,0.017,0.006,0.5,170
2002110,임하,2025-05-19,6,6.9,9.8,1.8,4.3,0.3,1.279,0.016,0.007,0.4,187
4007110,주암(본),2025-05-19,8,7,8.9,0.9,2.5,0.6,0.744,0.005,0.003,2.3,76
2021110,밀양,2025-05-19,15,7,9.7,0.8,1.3,2.1,1.025,0.009,0.003,3.1,60
2021210,운문,2025-05-19,12,7.9,10.6,1.4,3.1,4.6,1.625,0.009,0.004,4.7,69
2001110,안동,2025-05-19,6,7.5,9.6,1.3,2.8,0.1,1.123,0.013,0.006,0.3,192
1006110,횡성,2025-05-19,14,7.3,9.7,2.2,2.6,1.6,2.1,0.008,0.002,2,152
1012110,소양강,2025-05-19,11,7.6,9.5,1.4,2.2,1.4,2.117,0.009,0.002,0.2,74
5002201,평림,2025-05-19,14,7.5,9.3,1.5,2.8,1.2,0.918,0.011,,2,121
2503210,연초,2025-05-19,18,7.1,8.1,0.9,4,3.6,,,,1.3,
4104610,주암(조),2025-05-19,8,6.8,10.2,0.6,2.3,0.4,0.971,0.003,0,2.3,78
3001110,용담,2025-05-19,16,7.8,10.4,1.4,4.2,2,1.221,0.01,0,1.8,126
4001110,섬진강,2025-05-19,12,8.1,9.8,2.2,4.1,2.4,2.005,0.014,0,1.7,139
2015110,합천,2025-05-19,8,7.4,10.6,0.7,1.5,1.2,1.727,0.007,0.004,1,118
1003110,충주,2025-05-19,10,8.3,11.4,1.7,3.5,0.2,2.531,0.061,0.019,0.4,281
3203110,보령,2025-05-19,10,7.8,9.4,2.5,3,0.8,1.228,0.004,0,1,128
2018110,남강,2025-05-19,17,7.7,10.3,1.6,3,2.4,1.424,0.008,0.006,15.8,121
3303110,부안,2025-05-19,17,6.9,9.6,0.8,2.6,1.9,1.459,0.005,0,1,75
2008101,군위,2025-05-19,20,7.9,9.6,0.8,5,0.8,1.202,0.008,0.002,0.7,105
2012210,영천,2025-05-19,14,8,10,3,3.6,3.5,1.459,0.021,0.009,2.8,147
2503220,구천,2025-05-19,12,6.9,7.9,1.1,2.5,6,,,,1.1,
4105210,수어,2025-05-19,21,8.5,10.8,1.1,2.3,1.3,1.712,0.01,0.007,0.7,169
3008110,대청,2025-04-19,5,7.7,12.9,0.8,1.5,1.6,2.151,0.012,0.001,0.5,167
2021210,운문,2025-04-19,8,7.2,11.7,1.2,2.7,4.2,1.921,0.014,0.007,4.9,68
5002201,평림,2025-04-19,10,7.9,11.5,2,3.9,1.6,0.917,0.01,,3.6,
2002110,임하,2025-04-19,7,7.7,9.8,1.1,4.3,0.4,1.511,0.026,0.017,0.7,180
1012110,소양강,2025-04-19,7,7.5,11,1.6,2,1.7,2.127,0.023,0.002,1.6,73
2008101,군위,2025-04-19,10,7.1,11.8,1.1,4.9,2.2,1.552,0.014,0.007,4,102
1006110,횡성,2025-04-19,7,7.3,9,2.2,2.5,1,2.4,0.008,0.003,1.4,152
3001110,용담,2025-04-19,12,7.3,11.4,1,3.4,1.6,1.284,0.007,0,2.9,126
4105210,수어,2025-04-19,13,7.4,10.3,1.1,2.4,1,1.571,0.01,0.007,1,146
3203110,보령,2025-04-19,8,8,11,2.5,3.7,4.2,1.597,0.011,0.006,1.7,127
2001110,안동,2025-04-19,6,7.4,11,1,2.4,0.9,1.383,0.018,0.011,1.6,193
4007110,주암(본),2025-04-19,8,7.6,11.8,0.9,2.5,0.6,0.752,0.008,0.002,2.5,77
2012210,영천,2025-04-19,8,8,11.6,3.8,5.6,1.6,1.562,0.017,0.008,1.8,141
2503220,구천,2025-04-19,9,7,7.1,1,1.3,10.8,,,,1.9,
2503210,연초,2025-04-19,12,7,9.5,0.9,4,2,,,,2.1,
1003110,충주,2025-04-19,6,8.1,11.9,2.1,3,0.8,2.534,0.005,0.003,0.7,237
5101110,장흥,2025-04-19,9,7.2,11.6,2.1,3.4,0.9,0.919,0.016,0.001,1,101
2021110,밀양,2025-04-19,10,7.1,10.7,0.7,1.9,2.1,1.285,0.011,0.005,1.1,75
2018110,남강,2025-04-19,13,8.1,9.8,1.4,5.3,1.6,2.907,0.008,0.004,1.3,132
3303110,부안,2025-04-19,8,6.8,10.5,1.2,2.6,1.5,1.412,0.006,0.001,1,74
4001110,섬진강,2025-04-19,7,7.7,10.3,2.5,4.5,2.6,2.028,0.013,0,1.8,137
2015110,합천,2025-04-19,8,8,10.3,0.6,2.3,0.8,2.325,0.006,0.005,0.5,116
4104610,주암(조),2025-04-19,7,7.3,12,0.1,2.3,1,1,0.014,0.001,2.2,78
3008110,대청,2025-03-19,5,7.2,12.8,1,2,1.2,2.009,0.008,0.002,0.6,163
5101110,장흥,2025-03-19,7,7,11.8,1.8,3.2,1.4,1.121,0.018,0.002,1.2,76
2015110,합천,2025-03-19,9,7.9,13,0.4,4.5,1.6,1.794,0.01,0.009,0.7,128
2503210,연초,2025-03-19,10,7.1,11.3,1,3.5,5.2,,,,1.9,
2008101,군위,2025-03-19,5,7.6,12.7,1.1,4.9,1.1,1.237,0.006,0,1,118
3203110,보령,2025-03-19,4,7.8,11.4,1.9,3.2,1.1,1.742,0.013,0.004,1.2,127
1012110,소양강,2025-03-19,6,7.4,10.4,1.4,1.8,1.1,1.936,0.007,0.005,0.2,87
5002201,평림,2025-03-19,6,7.5,9.2,1.3,3.8,1.6,1.52,0.011,,2.1,
4104610,주암(조),2025-03-19,6,7.6,10.6,0.5,2.4,1,0.958,0.015,0.001,2.3,80
1003110,충주,2025-03-19,7,7.6,11.5,1.6,2.4,1.2,2.495,0.005,0,0.7,277
2021210,운문,2025-03-19,5,7.2,12.3,1.3,2.4,3.8,1.733,0.012,0.009,4.2,67
4105210,수어,2025-03-19,9,7.4,11.6,1.5,2.8,0.7,1.802,0.012,0.006,1.3,150
4001110,섬진강,2025-03-19,7,7.5,10.2,2.5,4.5,2.5,2.021,0.012,0,1.7,136
2018110,남강,2025-03-19,9,7.8,9.4,2,3,1.6,0.523,0.009,0.087,1.6,129
2001110,안동,2025-03-19,5,7.5,9.4,1.4,2.9,0.3,1.827,0.013,0.009,0.4,189
2012210,영천,2025-03-19,8,8.3,11.9,3,4,1.6,1.485,0.01,0.007,1.9,120
3001110,용담,2025-03-19,9,7,11.3,0.9,2.9,0.8,1.261,0.007,0,0.5,128
3303110,부안,2025-03-19,6,6.8,11.5,1,2.4,0.3,1.47,0.004,0,0.8,73
2002110,임하,2025-03-19,5,7.3,9.6,1.3,3.6,0.8,1.604,0.018,0.012,1,185
2021110,밀양,2025-03-19,8,7.2,11.3,1,1.8,0.6,1.033,0.014,0.003,0.8,37
4007110,주암(본),2025-03-19,6,7.6,10.8,0.4,2.4,1.2,0.697,0.012,0,2.5,79
1006110,횡성,2025-03-19,4,6.7,9.2,2,2.4,1,1.848,0.008,0.003,1.2,144
2503220,구천,2025-03-19,7,7,9.3,0.9,1.9,3.2,,,,1.7,
5101110,장흥,2025-02-19,6,7.6,7.6,3.5,2.6,3.6,1.119,0.024,0.002,2.2,89
4007110,주암(본),2025-02-19,6,7.9,10.4,0.5,2.4,1.6,0.779,0.004,0,2,79
5002201,평림,2025-02-19,3,7.5,9.1,1.2,4.3,1,1.104,0.013,,2.5,
2018110,남강,2025-02-19,5,7.8,8.7,0.8,2.7,1.2,1.307,0.017,,7.5,113
1012110,소양강,2025-02-19,6,7.4,9.1,1.5,1.9,1.2,1.896,0.005,0.003,0.5,74
4001110,섬진강,2025-02-19,5,7.4,10.5,0.8,1.4,0.2,1.423,0.011,0.005,0.3,151
1006110,횡성,2025-02-19,4,7.1,10.3,1.6,2.4,0.8,1.612,0.008,0.002,1.4,150
2001110,안동,2025-02-19,5,7.4,9.7,0.9,3.1,0.2,1.437,0.009,0.005,0.9,183
2002110,임하,2025-02-19,5,7.2,9.4,1.9,5.4,0.7,1.654,0.027,0.016,1.5,186
2012210,영천,2025-02-19,3,8,13.4,2.5,2.9,3.5,1.278,0.016,0.012,2.1,135
4104610,주암(조),2025-02-19,7,7.3,10.8,0.3,2.4,1.8,1.028,0.004,0,2.6,81
2021210,운문,2025-02-19,5,7.7,12.1,1.5,2.8,4.9,1.473,0.011,0,4.1,90
4105210,수어,2025-02-19,6,7.6,11.3,1,2,1.1,1.473,0.012,0.009,1.3,147
2503220,구천,2025-02-19,6,6.9,10,0.8,1.8,4,,,,3.5,
2008101,군위,2025-02-19,6,7.9,13.6,0.6,5.8,0.7,1.014,0.02,0,1.2,111
2015110,합천,2025-02-19,7,8.8,12.4,0.4,2.5,3.1,1.436,0.006,0.006,1.5,111
3001110,용담,2025-02-19,6,7.2,12,1.2,3.4,1.6,1.2,0.005,0,0.3,128
1003110,충주,2025-02-19,7,7.8,11.7,1.9,2.4,0.2,2.475,,0,0.5,252
3008110,대청,2025-02-19,4,6.9,12.8,1,2.1,1.2,2.297,0.041,0.007,0.5,160
3203110,보령,2025-02-19,4,7.8,11.8,2.4,3.8,1.9,1.507,0.007,0,1.4,127
3303110,부안,2025-02-19,5,6.6,11.2,1,2.8,0.2,1.488,0.004,0.002,0.6,76
2021110,밀양,2025-02-19,6,7.2,11,0.8,2.1,0.9,0.855,0.005,0,1.1,56
2503210,연초,2025-02-19,6,7.2,11.8,1,2.8,2.8,,,,1.7,
4105210,수어,2025-01-19,7,7.4,11.2,1.2,1.9,0.7,1.331,0.012,0.008,1,134
2008101,군위,2025-01-19,5,7.8,13.1,1.3,4.8,0.4,1.263,0.008,0.003,1,115
5002201,평림,2025-01-19,5,7.7,9.1,1.1,4.5,1.6,1.754,0.013,,2.5,
2015110,합천,2025-01-19,8,8.3,12.7,0.5,2.4,3.2,1.841,0.009,0,1.5,112
3203110,보령,2025-01-19,6,7.7,11,1.5,2.6,0.7,1.68,0.009,0.002,1,126
1006110,횡성,2025-01-19,6,7.1,9.2,2.2,2.6,1.2,1.564,0.007,0.002,1.6,154
2503220,구천,2025-01-19,7,6.9,9.8,0.9,2,2.4,,,,2.9,
5101110,장흥,2025-01-19,7,8.7,7.9,3.3,2.1,3.8,1.561,0.018,0,1.6,88
2503210,연초,2025-01-19,7,7.6,11,1.1,3.2,3.2,,,,1.8,
2001110,안동,2025-01-19,7,6.9,9.1,1.3,2.9,0.5,1.433,0.014,0.008,0.9,156
1003110,충주,2025-01-19,9,8,10.4,2.6,2.3,1.4,2.525,,0.001,1.7,230
4001110,섬진강,2025-01-19,7,7.4,10.3,2.6,4.3,2.2,1.684,0.015,0.004,0.5,148
2021210,운문,2025-01-19,6,7.3,10.7,1.4,3.1,4.8,1.485,0.007,0.006,5.5,66
3008110,대청,2025-01-19,7,8.3,18.1,1.1,3.2,1.2,2.183,0.03,0.007,0.6,160
2012210,영천,2025-01-19,4,7.7,12.7,3.4,4.1,1.2,1.486,0.018,0.013,1.9,113
3001110,용담,2025-01-19,9,7.3,9.9,1,3.2,1.2,1.332,0.012,0,0.5,121
1012110,소양강,2025-01-19,8,7,8,1.5,1.8,1,1.745,0.005,0.003,0.6,72
4104610,주암(조),2025-01-19,10,7.6,9.1,0.3,2.4,1.2,1.002,0.012,0.003,2.5,80
2002110,임하,2025-01-19,7,7.3,0.4,1.9,5,2.1,1.696,0.029,0.023,2.2,190
4007110,주암(본),2025-01-19,8,7.4,9.3,0.7,2.4,2,0.74,0.01,0,2.8,79
2018110,남강,2025-01-19,5,7.7,8.8,1.2,2.5,1.9,1.104,0.019,0.009,2.5,100
2021110,밀양,2025-01-19,8,6.8,10.2,0.9,1.8,1.4,1.108,0.021,0.001,0.6,56
3303110,부안,2025-01-19,7,6.9,10.2,1.2,2.4,1.1,1.332,0.005,0.003,0.6,78
3008110,대청,2025-12-18,11,7.5,14.4,0.6,1.8,0.4,2.45,0.074,0.005,0.4,152
2101210,안계,2025-12-18,12,,,,4.2,1.6,,,,1.5,
2018110,남강,2025-12-18,9,7.1,7.2,1.7,3.1,2.9,1.43,0.022,0.004,3.7,70
2015110,합천,2025-12-18,12,8.7,10.7,0.8,2.5,2,2.576,0.015,0.014,1.5,111
3303110,부안,2025-12-18,12,6.7,8.4,0.9,2.6,1.2,1.302,0.008,0,1.1,72
4105210,수어,2025-12-18,14,7.5,10,1.4,2.6,0.7,0.769,0.01,0.007,0.9,81
5002201,평림,2025-12-18,9,,,,4.6,2,,,,7.9,
2403201,감포,2025-12-18,13,,,,2.5,2,,,,3.8,
4007110,주암(본),2025-12-18,14,7,7.4,0.5,2.7,1,0.786,0.012,0.001,2.7,79
5101110,장흥,2025-12-18,9,7.4,12,2.1,3.1,2.8,0.725,0.013,0,2.3,87
2503210,연초,2025-12-18,21,7.1,7.9,,3.1,2.8,,,,1.8,
2503220,구천,2025-12-18,11,7,7.9,1,1.1,3,,,,3.7,
3203110,보령,2025-12-18,12,7.4,8.8,1.4,2.4,0.8,1.486,0.017,0.004,1.7,127
3001110,용담,2025-12-18,13,7.6,9.8,1.9,2.1,0.4,1.337,0.008,0.005,0.4,120
2021210,운문,2025-12-18,11,6.7,7.1,1.5,3,5.6,,,,4.5,78
4104610,주암(조),2025-12-18,15,7.2,7.1,0.7,2.6,0.8,1.066,0.012,0.002,3,80
2001110,안동,2025-12-18,11,7.3,7.6,1.5,2.1,0.6,1.943,0.016,0.007,1.4,177
2012210,영천,2025-12-18,12,,,,4.3,1.4,,,,2.9,
1003110,충주,2025-12-18,13,8.3,10.1,2.3,2.2,4,2.573,0.067,0.004,5.1,224
4001110,섬진강,2025-12-18,7,7.2,12.4,1.8,2.5,2.1,2.11,0.01,0.002,0.5,154
2002110,임하,2025-12-18,10,7.7,7.5,2.2,4.6,1.3,2.347,0.023,0.013,2.6,172
1006110,횡성,2025-12-18,7,7.2,7.7,2.4,2.8,1.2,1.982,0.01,0.003,1.6,150
1012110,소양강,2025-12-18,12,7,7,1.2,2.3,2,1.613,0.007,0.001,1.5,77
4007110,주암(본),2025-11-18,17,7,5.6,1.2,2.8,1.2,0.854,0.016,0.005,3.2,78
3203110,보령,2025-11-18,16,7.3,8.1,2.1,3.5,4.3,1.626,0.01,0.001,3.2,128
3001110,용담,2025-11-18,17,8.1,9.8,1.4,4.2,6.8,1.534,0.012,0,0.9,114
4104610,주암(조),2025-11-18,19,7,6.4,1.5,2.8,0.8,1.083,0.019,0.003,2.1,79
2015110,합천,2025-11-18,11,7.7,8,1.6,2,5.2,1.136,0.009,0.009,2.8,134
1006110,횡성,2025-11-18,14,7.2,8.2,2.6,3.3,1.2,2.002,0.01,0.003,1.6,142
3303110,부안,2025-11-18,16,6.6,8.1,0.9,2.6,0.9,1.429,0.005,0,0.8,74
2503220,구천,2025-11-18,12,7,6.2,1,1.4,10,,,,2.3,
2101210,안계,2025-11-18,18,,,,5.6,1.8,,,,4,
1003110,충주,2025-11-18,17,8.6,11.6,1.6,2.2,5.3,2.586,0.016,0.003,3.2,147
1012110,소양강,2025-11-18,11,7,7.5,1.7,2.4,2.3,2.081,0.008,0.004,1.1,78
2503210,연초,2025-11-18,19,7.1,8.8,,3.1,2.6,,,,4.7,
2001110,안동,2025-11-18,15,6.7,7.3,2.2,1.8,0.8,1.215,0.021,0.013,3.1,183
4105210,수어,2025-11-18,17,7.4,9.3,0.6,2.6,0.8,0.908,0.01,0.006,1.1,80
5002201,평림,2025-11-18,15,,,,5,1.2,,,,3.3,
2002110,임하,2025-11-18,14,7.2,6.8,1.6,3.5,34,1.729,0.031,0.02,42.1,188
2018110,남강,2025-11-18,14,6.9,6.4,1.5,3.1,3.2,1.777,0.02,0.008,4.7,84
2403201,감포,2025-11-18,16,,,,2.9,1.8,,,,4.6,
2012210,영천,2025-11-18,15,,,,4.1,1.8,,,,11.9,
4001110,섬진강,2025-11-18,6,7,9.9,2.5,3.8,2.5,2.112,0.01,0.002,0.6,150
2021210,운문,2025-11-18,15,6.2,6.1,1.4,2.6,4.4,,,,4.1,71
5101110,장흥,2025-11-18,17,7.2,8,2.1,3.7,2.4,1.534,0.007,0.002,1.7,77
3008110,대청,2025-10-18,19,8.1,11,1.4,2.8,0.4,2.324,0.03,0.006,1.9,141
2021210,운문,2025-10-18,16,6.7,4.4,2.2,3.1,2,,,,3.4,74
4007110,주암(본),2025-10-18,21,7,6.1,1.5,2.8,1.4,0.714,0.02,0.009,3.8,78
4104610,주암(조),2025-10-18,21,6.2,1.9,1.1,2.7,0.6,1.311,0.018,0.009,1.1,77
2001110,안동,2025-10-18,16,6.2,5.5,1.7,3,0.7,1.276,0.024,0.016,1.8,168
2015110,합천,2025-10-18,14,8.2,8.3,1,3.3,4,1.261,0.048,0.034,10,112
1012110,소양강,2025-10-18,11,7.2,8,1.7,2.6,1.3,1.836,0.004,0.002,1.7,77
3303110,부안,2025-10-18,22,6.5,6.8,1,2.6,1.2,1.589,0.005,0,0.5,79
3001110,용담,2025-10-18,19,7.8,8.6,1.6,3.5,1.6,1.925,0.006,0.005,0.9,121
2101210,안계,2025-10-18,21,,,,4.2,3.2,,,,10,
5002201,평림,2025-10-18,20,,,,5.7,1.2,,,,2.6,
2002110,임하,2025-10-18,16,7.6,9.7,1.4,4.3,2.4,2.112,0.027,0.018,5.5,210
2018110,남강,2025-10-18,18,6.2,7.6,1.7,4.2,5.3,1.808,0.07,0.035,0.6,56
2503210,연초,2025-10-18,23,7.1,7,1.3,3.7,12.2,,,,5.1,
1006110,횡성,2025-10-18,16,7.4,7.2,1.7,2.5,1.6,2.212,0.011,0.004,2.2,152
5101110,장흥,2025-10-18,19,7.3,6.5,1.8,4.3,3.4,0.596,0.021,0.002,1.1,79
2012210,영천,2025-10-18,20,,,,5.3,20,,,,55,
2503220,구천,2025-10-18,15,7.1,2.9,0.7,1.1,4.8,,,,2.5,
3203110,보령,2025-10-18,22,7,6.5,1.7,3.7,5.2,1.7,0.017,0.008,2.8,123
1003110,충주,2025-10-18,19,8.7,5.1,1.5,2.6,6,2.784,0.045,0.008,3.7,198
4105210,수어,2025-10-18,23,7.6,8.3,0.7,3.3,0.8,0.816,0.012,0.009,1.3,83
4001110,섬진강,2025-10-18,10,7.5,6.5,2.8,3.4,2.5,2.112,0.01,0.004,0.5,157
2403201,감포,2025-10-18,22,,,,2.6,2.3,,,,2.9,
4105210,수어,2025-09-18,27,8.4,8.2,1.4,3.5,0.9,0.709,0.009,0.008,1.2,160
3008110,대청,2025-09-18,23,8,16,1.6,1.1,4,2.344,0.033,0.022,3.7,142
2002110,임하,2025-09-18,9,7.5,8,1.6,4.5,3.9,2.035,0.037,0.02,5.3,202
2001110,안동,2025-09-18,18,8.2,3.5,1.4,2.7,0.4,0.956,0.012,0.007,0.4,170
1003110,충주,2025-09-18,20,7.4,11.7,1.8,3.2,6.5,3.096,0.02,0.003,6.7,217
2503210,연초,2025-09-18,26,7.1,8.2,1,3.9,6.4,,,,3.7,
4007110,주암(본),2025-09-18,24,7.1,5.6,1,2.9,3.6,0.702,0.017,0.003,5.8,72
4001110,섬진강,2025-09-18,14,8.5,12.5,2.7,3.6,2.8,1.554,0.01,0.004,0.5,155
2018110,남강,2025-09-18,22,6.5,7.3,1.3,3.9,3.6,1.108,0.062,0.003,100.1,56
2012210,영천,2025-09-18,25,,,,5.1,2.8,,,,3,
1012110,소양강,2025-09-18,11,7.2,9.1,1.7,3.1,1,1.889,0.01,0.006,2.6,80
4104610,주암(조),2025-09-18,20,6.6,2.9,0.2,2.7,2.2,1.107,0.014,0.005,4.4,88
2403201,감포,2025-09-18,25,,,,2.6,2.6,,,,3.3,
2101210,안계,2025-09-18,24,,,,4.3,2.4,,,,2.3,
2503220,구천,2025-09-18,17,7,8.5,0.8,2.1,3.6,,,,5.4,
2015110,합천,2025-09-18,12,7.9,7.6,0.9,3.1,7.2,1.915,0.018,0.017,3.4,133
5101110,장흥,2025-09-18,24,7.5,9,1.8,4.3,2.4,0.165,0.018,0.002,1.4,81
1006110,횡성,2025-09-18,18,6.9,7.6,2.1,2.6,1.6,2.112,0.009,0.003,2.4,152
3001110,용담,2025-09-18,20,7.9,8.2,2.1,2.8,0.9,1.629,0.012,0.005,1.8,135
3303110,부안,2025-09-18,27,6.8,8.2,1,3.2,1.1,1.131,0.007,0,0.5,70
3203110,보령,2025-09-18,24,6.9,6.8,1.5,2.7,2.9,1.896,0.016,0.004,5.5,124
4104610,주암(조),2025-08-18,12,6.8,5.3,0.2,2.5,1.8,1.186,0.013,0.004,3.4,101
3008110,대청,2025-08-18,18,8.3,9.7,2.3,4.6,0.4,2.395,0.023,0,2.3,180
3203110,보령,2025-08-18,24,6.9,6.9,1.5,3,1.2,2.211,0.015,0.004,4,140
4001110,섬진강,2025-08-18,22,8.5,12.4,3,4.2,2.1,2.122,0.01,0.004,0.5,145
2503210,연초,2025-08-18,24,7,7.8,1.1,3.4,4,,,,3,
4105210,수어,2025-08-18,33,9,10.5,2.2,4.2,1.2,0.649,0.015,0.011,1,188
3001110,용담,2025-08-18,17,7.8,9.1,1.6,2.4,0.4,1.597,0.004,0,1,138
2101210,안계,2025-08-18,27,,,,4.4,3.2,,,,2.8,
2018110,남강,2025-08-18,29,8.3,7.6,1.9,4.1,3.5,1.067,0.035,0.002,23,112
2012210,영천,2025-08-18,28,,,,5.1,3.2,,,,3.1,
2503220,구천,2025-08-18,21,7.1,8.2,0.8,2.1,1.2,,,,4.4,
4007110,주암(본),2025-08-18,23,7.3,6.3,0.2,3.2,5.4,1.386,0.028,0.007,6.9,80
2015110,합천,2025-08-18,12,7.7,8.3,1.5,3,4,1.512,0.003,0,1,181
1006110,횡성,2025-08-18,19,7.1,7.8,2.2,2.5,2,1.562,0.009,0.003,2.6,155
5101110,장흥,2025-08-18,32,8.4,8.8,2.3,3.9,2.7,0.841,0.012,0.004,0.6,95
3303110,부안,2025-08-18,22,6.4,6.4,1.2,3.4,1.2,1.208,0.008,0.001,1.3,79
1003110,충주,2025-08-18,20,8.3,4.6,1.7,3.4,4.7,3.467,0.032,0.006,2.3,220
1012110,소양강,2025-08-18,11,7.9,9.3,1.8,2.8,2,1.985,0.011,0.005,3.3,79
2403201,감포,2025-08-18,25,,,,2.6,2.8,,,,2.1,
4105210,수어,2025-07-18,25,8.9,7.7,3.1,1.5,1,0.945,0.01,0.008,1,122
3303110,부안,2025-07-18,26,6.9,8.3,1.2,3.2,4.5,1.405,0.011,0.003,2.1,82
5101110,장흥,2025-07-18,26,7.8,9.5,1.9,3.5,0.9,0.607,0.012,0.003,2.4,80
4007110,주암(본),2025-07-18,21,6.6,7.7,1.3,2.7,2.2,0.707,0.023,0,9.3,84
2012210,영천,2025-07-18,23,,,,5.2,4.2,,,,17.6,
3203110,보령,2025-07-18,19,7.1,7.1,1.5,3.6,1.8,2.211,0.025,0.01,13.7,130
2018110,남강,2025-07-18,22,8.2,8.9,1.7,3.6,2.9,1.733,0.035,0.003,25.3,65
1012110,소양강,2025-07-18,9,7.5,9.9,2,3.1,2.7,2.104,0.01,0.004,3.7,78
2503210,연초,2025-07-18,25,7.1,8.1,1.3,3.1,5.6,,,,11.3,
4001110,섬진강,2025-07-18,14,8.4,12.4,2.7,3.5,4.5,2.145,0.01,0.008,0.5,134
4104610,주암(조),2025-07-18,12,6.2,7.4,0.5,2.3,0.8,0.978,0.007,0,1.1,99
3008110,대청,2025-07-18,14,8.5,7.9,2.5,1.5,1.2,2.768,0.019,0.008,0.7,194
2101210,안계,2025-07-18,21,,,,4.1,2.4,,,,1.7,
1006110,횡성,2025-07-18,19,7.2,8.6,2.2,2.8,1.6,2.128,0.012,0.004,2.4,158
2015110,합천,2025-07-18,12,8.6,8,1,3.1,1.2,1.806,0.003,0,1.2,136
2503220,구천,2025-07-18,12,7,9,1.1,1.9,5.6,,,,9.4,
2403201,감포,2025-07-18,24,,,,2.6,3,,,,3.5,
1003110,충주,2025-07-18,16,8.4,8.9,1,2.4,3,3.166,0.036,0.01,1.9,216
3001110,용담,2025-07-18,15,7.7,9.7,1.1,2.2,0.4,1.792,0.009,0,1.2,124
2015110,합천,2025-06-18,23,7.9,9.3,1.7,2.4,1.6,1.807,0.011,0,3.5,225
2403201,감포,2025-06-18,23,,,,2.4,3,,,,2.8,
1003110,충주,2025-06-18,18,8.9,11.4,1,2.9,3.8,3.353,0.031,0.012,10.7,225
4007110,주암(본),2025-06-18,12,6.1,7.5,0.8,2.8,1.2,1.244,0.008,0.003,3,99
1006110,횡성,2025-06-18,17,7.3,8.5,2.1,2.5,1.8,2.072,0.012,0.004,2.6,126
3203110,보령,2025-06-18,13,7.2,7.1,1.7,3.2,0.8,2.543,0.011,0.002,2.1,197
2101210,안계,2025-06-18,22,,,,4.1,2,,,,1.9,
4104610,주암(조),2025-06-18,11,7.4,9.6,1,2.8,1,1.23,0.01,0.002,2.2,95
2002110,임하,2025-06-18,7,6.4,7.6,1.1,4.9,0.8,1.907,0.018,0.012,1.6,201
2012210,영천,2025-06-18,20,,,,3.9,3.2,,,,1.8,
3001110,용담,2025-06-18,16,7.5,10.3,1,2.5,1.2,1.529,0.006,0,1.5,115
1012110,소양강,2025-06-18,8,7.2,11,1.9,2.4,2,2.022,0.004,0.002,2.2,79
2001110,안동,2025-06-18,8,7.2,8.4,1.4,3.4,0.4,1.627,0.007,0.003,1,209
3008110,대청,2025-06-18,10,8.1,12.3,1.1,2.9,0.4,3.168,0.015,0.005,0.7,187
3303110,부안,2025-06-18,21,7,8.9,1,2.2,1.2,1.331,0.004,0,0.9,90
2018110,남강,2025-06-18,24,7.6,8.6,1.6,3.1,3.9,1.466,0.016,0.003,2,92
4105210,수어,2025-06-18,23,9.3,10.6,1.9,3.2,1.5,1.235,0.013,0.009,1.4,153
4001110,섬진강,2025-06-18,10,8.4,8.7,2,3,2.7,1.884,0.01,0.008,0.5,157
5101110,장흥,2025-06-18,23,8.4,10.7,2.3,3.5,1.1,0.997,0.016,0.005,0.9,88
1003110,충주,2025-05-18,8,8.7,10.9,1.2,2.8,0.2,2.537,0.004,0.001,0.7,268
2012210,영천,2025-05-18,15,,,,4.4,3.6,,,,3,
3303110,부안,2025-05-18,15,6.8,9.7,1,2.4,1.6,1.479,0.009,0,1,86
4104610,주암(조),2025-05-18,7,7.6,11.2,,2.6,,0.857,,,2.6,95
2001110,안동,2025-05-18,6,7.5,11.1,1.7,2.3,0.8,1.74,0.011,0.005,1.3,235
2015110,합천,2025-05-18,10,7.5,8.8,0.9,3.1,0.4,1.582,0.029,0,0.5,141
2101210,안계,2025-05-18,17,,,,4.4,2,,,,3.2,
2403201,감포,2025-05-18,17,,,,9.8,5.6,,,,3.4,
3001110,용담,2025-05-18,9,7.6,11.5,1.1,2.5,1.2,1.961,0.007,0,3.5,182
1012110,소양강,2025-05-18,6,7.3,11.4,1.8,2,0.7,1.786,0.004,0.001,1.1,77
4007110,주암(본),2025-05-18,9,7.1,9.7,0.8,2.7,1.8,0.798,0.01,0,2.8,99
1006110,횡성,2025-05-18,13,7.2,10.4,1.7,2.5,1,1.712,0.01,0.003,1.4,154
2018110,남강,2025-05-18,18,7.4,8.6,1.5,3.5,1.7,1.429,0.014,0.003,3,94
3008110,대청,2025-05-18,8,8.3,11.6,1.4,3.4,1.6,2.222,0.019,0.004,0.9,186
4105210,수어,2025-05-18,17,7.4,9.9,1.7,3,0.5,1.629,0.01,0.009,0.7,124
3203110,보령,2025-05-18,11,7.4,9.4,1.6,3.3,1.1,2.344,0.009,0.002,2.9,222
2002110,임하,2025-05-18,7,7.6,9.1,1.8,4.6,0.6,1.869,0.027,0.018,4.7,229
5101110,장흥,2025-05-18,15,7.6,10.7,2.3,3.7,1.5,0.842,0.008,0.002,2.4,84
